ダウンロードした時刻：2020/07/09 13:56:32

,所沢,所沢,所沢
年月日,平均気温(℃),平均気温(℃),平均気温(℃)
,,品質情報,均質番号
2019/1/9,3.3,8,1
2019/1/10,0.2,8,1
2019/1/11,5.4,8,1
2019/1/12,3.0,8,1
2019/1/13,4.7,8,1
2019/1/14,2.6,8,1
2019/1/15,1.9,8,1
2019/1/16,4.7,8,1
2019/1/17,4.7,8,1
2019/1/18,4.0,8,1
2019/1/19,4.8,8,1
2019/1/20,4.9,8,1
2019/1/21,4.0,8,1
2019/1/22,2.9,8,1
2019/1/23,3.8,8,1
2019/1/24,4.8,8,1
2019/1/25,4.3,8,1
2019/1/26,3.4,8,1
2019/1/27,3.2,8,1
2019/1/28,2.9,8,1
2019/1/29,4.7,8,1
2019/1/30,3.0,8,1
2019/1/31,3.6,8,1
2019/2/1,2.9,8,1
2019/2/2,4.2,8,1
2019/2/3,5.9,8,1
2019/2/4,8.8,8,1
2019/2/5,5.1,8,1
2019/2/6,4.7,8,1
2019/2/7,6.7,8,1
2019/2/8,3.6,8,1
2019/2/9,-0.3,8,1
2019/2/10,2.3,8,1
2019/2/11,1.5,8,1
2019/2/12,4.4,8,1
2019/2/13,4.0,8,1
2019/2/14,2.8,8,1
2019/2/15,1.8,8,1
2019/2/16,4.9,8,1
2019/2/17,5.3,8,1
2019/2/18,6.3,8,1
2019/2/19,6.7,8,1
2019/2/20,10.6,8,1
2019/2/21,8.3,8,1
2019/2/22,6.9,8,1
2019/2/23,7.2,8,1
2019/2/24,6.2,8,1
2019/2/25,9.4,8,1
2019/2/26,8.9,8,1
2019/2/27,6.5,8,1
2019/2/28,6.3,8,1
2019/3/1,7.9,8,1
2019/3/2,8.5,8,1
2019/3/3,5.5,8,1
2019/3/4,7.1,8,1
2019/3/5,8.7,8,1
2019/3/6,8.7,8,1
2019/3/7,7.4,8,1
2019/3/8,5.5,8,1
2019/3/9,7.9,8,1
2019/3/10,10.3,8,1
2019/3/11,10.8,8,1
2019/3/12,9.9,8,1
2019/3/13,9.4,8,1
2019/3/14,6.0,8,1
2019/3/15,7.1,8,1
2019/3/16,7.5,8,1
2019/3/17,6.9,8,1
2019/3/18,7.9,8,1
2019/3/19,10.3,8,1
2019/3/20,13.4,8,1
2019/3/21,15.4,8,1
2019/3/22,13.1,8,1
2019/3/23,5.9,8,1
2019/3/24,6.0,8,1
2019/3/25,8.2,8,1
2019/3/26,10.8,8,1
2019/3/27,12.9,8,1
2019/3/28,11.3,8,1
2019/3/29,7.0,8,1
2019/3/30,7.3,8,1
2019/3/31,9.1,8,1
2019/4/1,7.4,8,1
2019/4/2,6.0,8,1
2019/4/3,6.5,8,1
2019/4/4,9.0,8,1
2019/4/5,13.5,8,1
2019/4/6,14.0,8,1
2019/4/7,14.0,8,1
2019/4/8,8.2,8,1
2019/4/9,9.1,8,1
2019/4/10,3.5,8,1
2019/4/11,9.1,8,1
2019/4/12,8.3,8,1
2019/4/13,10.8,8,1
2019/4/14,13.0,8,1
2019/4/15,14.6,8,1
2019/4/16,13.9,8,1
2019/4/17,13.2,8,1
2019/4/18,15.9,8,1
2019/4/19,16.7,8,1
2019/4/20,13.7,8,1
2019/4/21,15.9,8,1
2019/4/22,18.5,8,1
2019/4/23,17.9,8,1
2019/4/24,17.3,8,1
2019/4/25,20.0,8,1
2019/4/26,11.6,8,1
2019/4/27,10.0,8,1
2019/4/28,12.0,8,1
2019/4/29,13.9,8,1
2019/4/30,13.7,8,1
2019/5/1,17.0,8,1
2019/5/2,17.2,8,1
2019/5/3,17.1,8,1
2019/5/4,16.2,8,1
2019/5/5,17.1,8,1
2019/5/6,17.2,8,1
2019/5/7,13.7,8,1
2019/5/8,15.0,8,1
2019/5/9,16.3,8,1
2019/5/10,19.3,8,1
2019/5/11,19.8,8,1
2019/5/12,17.2,8,1
2019/5/13,17.3,8,1
2019/5/14,17.0,8,1
2019/5/15,18.1,8,1
2019/5/16,18.6,8,1
2019/5/17,19.1,8,1
2019/5/18,18.6,8,1
2019/5/19,19.4,8,1
2019/5/20,18.6,8,1
2019/5/21,18.4,8,1
2019/5/22,18.3,8,1
2019/5/23,20.1,8,1
2019/5/24,21.4,8,1
2019/5/25,23.0,8,1
2019/5/26,23.9,8,1
2019/5/27,24.8,8,1
2019/5/28,22.4,8,1
2019/5/29,20.3,8,1
2019/5/30,20.2,8,1
2019/5/31,20.1,8,1
2019/6/1,20.7,8,1
2019/6/2,20.9,8,1
2019/6/3,21.7,8,1
2019/6/4,21.5,8,1
2019/6/5,21.4,8,1
2019/6/6,24.9,8,1
2019/6/7,20.2,8,1
2019/6/8,20.7,8,1
2019/6/9,16.4,8,1
2019/6/10,15.7,8,1
2019/6/11,17.9,8,1
2019/6/12,17.6,8,1
2019/6/13,19.9,8,1
2019/6/14,21.1,8,1
2019/6/15,16.3,8,1
2019/6/16,22.2,8,1
2019/6/17,21.8,8,1
2019/6/18,22.1,8,1
2019/6/19,22.8,8,1
2019/6/20,23.0,8,1
2019/6/21,23.1,8,1
2019/6/22,21.2,8,1
2019/6/23,20.0,8,1
2019/6/24,18.6,8,1
2019/6/25,21.6,8,1
2019/6/26,23.5,8,1
2019/6/27,24.2,8,1
2019/6/28,24.5,8,1
2019/6/29,19.5,8,1
2019/6/30,21.3,8,1
2019/7/1,22.4,8,1
2019/7/2,23.3,8,1
2019/7/3,24.0,8,1
2019/7/4,21.2,8,1
2019/7/5,21.1,8,1
2019/7/6,20.5,8,1
2019/7/7,18.9,8,1
2019/7/8,19.9,8,1
2019/7/9,18.6,8,1
2019/7/10,20.0,8,1
2019/7/11,19.2,8,1
2019/7/12,19.3,8,1
2019/7/13,22.3,8,1
2019/7/14,20.7,8,1
2019/7/15,20.4,8,1
2019/7/16,20.1,8,1
2019/7/17,23.5,8,1
2019/7/18,24.3,8,1
2019/7/19,25.4,8,1
2019/7/20,25.7,8,1
2019/7/21,24.4,8,1
2019/7/22,21.7,8,1
2019/7/23,24.7,8,1
2019/7/24,25.7,8,1
2019/7/25,27.0,8,1
2019/7/26,26.8,8,1
2019/7/27,27.5,8,1
2019/7/28,27.6,8,1
2019/7/29,28.6,8,1
2019/7/30,29.0,8,1
2019/7/31,29.9,8,1
2019/8/1,29.1,8,1
2019/8/2,29.4,8,1
2019/8/3,29.2,8,1
2019/8/4,29.0,8,1
2019/8/5,28.9,8,1
2019/8/6,29.3,8,1
2019/8/7,29.4,8,1
2019/8/8,29.3,8,1
2019/8/9,29.4,8,1
2019/8/10,28.7,8,1
2019/8/11,28.7,8,1
2019/8/12,28.5,8,1
2019/8/13,28.0,8,1
2019/8/14,27.6,8,1
2019/8/15,27.5,8,1
2019/8/16,28.4,8,1
2019/8/17,29.4,8,1
2019/8/18,28.6,8,1
2019/8/19,27.1,8,1
2019/8/20,24.9,8,1
2019/8/21,25.7,8,1
2019/8/22,24.7,8,1
2019/8/23,25.0,8,1
2019/8/24,26.4,8,1
2019/8/25,25.1,8,1
2019/8/26,23.7,8,1
2019/8/27,24.3,8,1
2019/8/28,23.1,8,1
2019/8/29,26.5,8,1
2019/8/30,24.4,8,1
2019/8/31,26.2,8,1
2019/9/1,26.6,8,1
2019/9/2,26.7,8,1
2019/9/3,24.3,8,1
2019/9/4,22.2,8,1
2019/9/5,23.5,8,1
2019/9/6,26.6,8,1
2019/9/7,27.3,8,1
2019/9/8,27.1,8,1
2019/9/9,28.3,8,1
2019/9/10,28.2,8,1
2019/9/11,26.3,8,1
2019/9/12,24.5,8,1
2019/9/13,21.1,8,1
2019/9/14,20.5,8,1
2019/9/15,24.5,8,1
2019/9/16,23.3,8,1
2019/9/17,25.4,8,1
2019/9/18,20.8,8,1
2019/9/19,21.3,8,1
2019/9/20,21.9,8,1
2019/9/21,20.3,8,1
2019/9/22,21.3,8,1
2019/9/23,25.0,8,1
2019/9/24,24.4,8,1
2019/9/25,23.0,8,1
2019/9/26,21.7,8,1
2019/9/27,22.4,8,1
2019/9/28,22.9,8,1
2019/9/29,23.2,8,1
2019/9/30,23.7,8,1
2019/10/1,23.2,8,1
2019/10/2,23.2,8,1
2019/10/3,22.9,8,1
2019/10/4,23.4,8,1
2019/10/5,25.0,8,1
2019/10/6,19.8,8,1
2019/10/7,19.2,8,1
2019/10/8,19.5,8,1
2019/10/9,19.2,8,1
2019/10/10,19.0,8,1
2019/10/11,19.2,8,1
2019/10/12,22.3,8,1
2019/10/13,23.5,8,1
2019/10/14,16.1,8,1
2019/10/15,16.9,8,1
2019/10/16,14.6,8,1
2019/10/17,14.9,8,1
2019/10/18,15.1,8,1
2019/10/19,17.4,8,1
2019/10/20,19.5,8,1
2019/10/21,17.4,8,1
2019/10/22,14.9,8,1
2019/10/23,18.0,8,1
2019/10/24,16.8,8,1
2019/10/25,14.5,8,1
2019/10/26,18.2,8,1
2019/10/27,17.0,8,1
2019/10/28,16.1,8,1
2019/10/29,13.6,8,1
2019/10/30,15.7,8,1
2019/10/31,15.6,8,1
2019/11/1,16.2,8,1
2019/11/2,13.8,8,1
2019/11/3,14.2,8,1
2019/11/4,13.9,8,1
2019/11/5,12.4,8,1
2019/11/6,12.5,8,1
2019/11/7,13.8,8,1
2019/11/8,13.8,8,1
2019/11/9,11.9,8,1
2019/11/10,11.8,8,1
2019/11/11,11.5,8,1
2019/11/12,13.8,8,1
2019/11/13,10.6,8,1
2019/11/14,13.1,8,1
2019/11/15,11.1,8,1
2019/11/16,11.3,8,1
2019/11/17,11.4,8,1
2019/11/18,13.9,8,1
2019/11/19,13.9,8,1
2019/11/20,9.7,8,1
2019/11/21,9.0,8,1
2019/11/22,7.3,8,1
2019/11/23,11.4,8,1
2019/11/24,15.9,8,1
2019/11/25,15.9,8,1
2019/11/26,7.7,8,1
2019/11/27,8.5,8,1
2019/11/28,8.1,8,1
2019/11/29,4.5,8,1
2019/11/30,5.6,8,1
2019/12/1,5.5,8,1
2019/12/2,8.6,8,1
2019/12/3,10.7,8,1
2019/12/4,7.7,8,1
2019/12/5,7.3,8,1
2019/12/6,6.5,8,1
2019/12/7,4.4,8,1
2019/12/8,6.3,8,1
2019/12/9,5.2,8,1
2019/12/10,9.1,8,1
2019/12/11,9.9,8,1
2019/12/12,10.1,8,1
2019/12/13,5.8,8,1
2019/12/14,7.1,8,1
2019/12/15,7.0,8,1
2019/12/16,6.0,8,1
2019/12/17,7.0,8,1
2019/12/18,9.9,8,1
2019/12/19,7.5,8,1
2019/12/20,9.0,8,1
2019/12/21,6.5,8,1
2019/12/22,5.3,8,1
2019/12/23,5.7,8,1
2019/12/24,6.5,8,1
2019/12/25,3.5,8,1
2019/12/26,6.5,8,1
2019/12/27,7.3,8,1
2019/12/28,5.5,8,1
2019/12/29,4.7,8,1
2019/12/30,5.5,8,1
2019/12/31,6.6,8,1
2020/1/1,4.4,8,1
